"Frequency","Word","Sentence"
1,inexpresivo,"—Me quedaré en mi dormitorio, sin hacer ruido para que no se note que estoy —dijo Harry, con voz ine"
1,desilusionado,Estoy muy desilusionada por tu conducta.
1,inscripción,Tenía una inscripción grabada en la parte superior: Oesed lenoz aro cut edon isara cut se onotse.
1,adorable,—¡Les va a parecer adorable.
1,atragantar él,"—No es necesario que me digas que no soy lo bastante valiente para pertenecer a Gryffindor, eso ya m"
1,little,"Potter  Alacena Debajo de la Escalera  Privet Drive, 4  Little Whinging  Surrey    El sobre era grue"
1,rescatar,"No les creyó cuando dijeron que estaban perdidos, estaba convencido de que querían entrar a propósit"
1,enjabonar,"Como Dudley y el seto estaban intactos, tía Petunia sabía que Harry no había hecho magia en realidad"
1,dragones,—¡Dragones.
1,pichoncito,"¿Qué te parece, pichoncito."
1,juzgues,"Una rasgadura cerca del borde se abrió, ancha como una boca, y el sombrero comenzó a cantar:  Oh, po"
1,fritas,La comida de tío Vernon resultó ser cuatro plátanos y una bolsa de patatas fritas para cada uno.
1,elfrico,No necesitaba haber estudiado el Código de Conducta de los Hombres Lobo de 1637 o el levantamiento d
1,pajarito,Estaba llena de pajaritos brillantes que volaban por toda la habitación.
1,mimsy,"Sir Nicholas de Mimsy-Porpingt, para servirte."
1,crispado,"El rostro de Snape estaba crispado de furia y dejó caer su túnica rápidamente, para ocultar la piern"
1,alquimista,"Se ha hablado mucho de la Piedra Filosofal a lo largo de los siglos, pero la única Piedra que existe"
1,abrumado,"Se echó hacia atrás en el asiento, con aspecto abrumado."
1,exceso,"Las piernas de Harry otra vez parecían de plomo, pero sólo por el exceso de cansancio y comida."
1,inmortal,"También produce el Elixir de la Vida, que hace inmortal al que lo bebe."
1,pinta,No me gusta la pinta que tiene la comida del colegio.
1,estrafalario,"Una anciana con aspecto estrafalario, toda vestida de verde, también lo había saludado alegremente e"
1,resistir,"En aquel momento miraba horrorizada, mientras los chicos luchaban para quitarse la planta de encima,"
1,quentin,"Una guía para la autoprotección, Quentin Trimble."
1,nostalgia,"—Nunca podré acordarme de esto —estalló Ron una tarde, arrojando la pluma y mirando por la ventana d"
1,malherido,Hay por aquí un unicornio que ha sido malherido por alguien.
1,gesticular,"Aterrorizado, Harry gesticuló como un loco para que los demás lo siguieran lo más rápido posible."
1,apestoso,"; pero el curso escolar había acabado y él se encontraba otra vez pasando el verano con los Dursley,"
1,tientas,"Resbalando y a tientas, siguieron a Hagrid por lo que parecía un empinado y estrecho sendero."
1,onotse,Tenía una inscripción grabada en la parte superior: Oesed lenoz aro cut edon isara cut se onotse.
1,grunnion,"Muy pronto tuvo no sólo a Dumbledore y Morgana, sino también a Hengist of Woodcroft, a Alberic Grunn"
1,regañar él,"No había visto el fuego, pero parecía buscar una razón para regañarlos."
1,emborrachar,"No fue difícil, después de emborrachar a Hagrid."
1,oveja,Ahora circulaban veloces por campos llenos de vacas y ovejas.
1,atusar,Dejó el aparato y se atusó el bigote mientras pensaba.
1,dígame,"Dígame dónde ha comprado ese vestido, señora Mason."
1,apremio,—preguntó Harry con tono de apremio.
1,vaisir,¡Vais a meteros en líos antes de que lleguemos.
1,visera,El caballo dio una patada en el suelo y el caballero se levantó la visera del casco para mirar a Ron
1,transgredir,"» Tenían grandes probabilidades de que los atraparan Filch o la Señora Norris, y Harry sintió que es"
1,calabozo,"No les creyó cuando dijeron que estaban perdidos, estaba convencido de que querían entrar a propósit"
1,riñón,"Ron tenía un trozo de pastel de carne y riñones en el tenedor, pero se había olvidado de él."
1,arado,—Los búhos no son nada comparados con los rumores que corren por ahí.
1,pitón,Dudley y Piers querían ver las gigantescas cobras venenosas y las gruesas pitones que estrujaban a l
1,hervidor,"El gigante volvió a sentarse en el sofá, que se hundió bajo su peso, y comenzó a sacar toda clase de"
1,carpa,Hagrid ocupó dos asientos y comenzó a tejer lo que parecía una carpa de circo color amarillo canario
1,educar,"No son como nosotros, no los educaron para conocer nuestras costumbres."
1,recogido,Su cabello negro estaba recogido en un moño.
1,olvid,Olvidemos esto y volvamos.
1,ooooooh,Se oyó un fuerte ¡ooooooh.
1,valíir,Valía la pena intentarlo.
1,sabores,"En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicles, ranas de chocolate, empanada de "
1,teatral,—Nicolás Flamel —susurró con tono teatral— es el único descubridor conocido de la Piedra Filosofal.
1,hacéis,¿Y vosotros qué hacéis.
1,febrilmente,—Así que lo único que tengo que hacer es esperar que Snape robe la Piedra —continuó febrilmente Harr
1,guardar él,"—Todavía no vamos a practicar con la snitch —dijo Wood, guardándola con cuidado en la caja—."
1,contable,"Me parece que mamá tiene un primo segundo que es contable, pero nunca hablamos de él."
1,chipolata,"Un centenar de gordos pavos asados, montañas de patatas cocidas y asadas, fuentes de grasientas salc"
1,alquiler,"Queda rigurosamenta prohibida, sin la autorización de los titulares del “Copyright”, bajo las sancio"
1,cliente,"—Qué cliente tan difícil, ¿no."
1,bristol,Se ha quedado dormido mientras volábamos sobre Bristol.
1,enseñar tú él,"Voy a enseñártelo, mira."
1,deberás,"Y si alguna vez te cruzas con él, deberás estar preparado."
1,estrellado,"Encaramado en la cima de una alta montaña, al otro lado, con sus ventanas brillando bajo el cielo es"
1,embelesado,—exclamó embelesada tía Petunia.
1,pocas,"Cuando regresaba con un dónut gigante en una bolsa de papel, alcanzó a oír unas pocas palabras de su"
1,desperezar,"Hagrid bostezó con fuerza, se sentó y se desperezó."
1,tranquila,"—Tranquila, Ginny."
1,pase,Harry paseó en círculos por su nueva habitación.
1,talante,—Se te han olvidado las palabras mágicas —repuso Harry de mal talante.
1,protegerte,ella trataba de protegerte.
1,descuidado,"La gente se ha vuelto completamente descuidada, sale a la calle a plena luz del día, ni siquiera se "
1,ligadura,"En segundos, los dos muchachos sintieron que se aflojaban las ligaduras, mientras la planta se retir"
1,rape,"En una ocasión, tía Petunia, cansada de que Harry volviera de la peluquería como si no hubiera ido, "
1,hayar,"Y muy bueno, debo añadir, en cuanto te hayas entrenado un poco."
1,casilla,"muévete en diagonal, cuatro casillas a la derecha."
1,tenebrosamente,La hierba se agitaba bajo sus pies mientras marchaban por el terreno inclinado en dirección a un pra
1,hedor,"Luego visitaron la botica, tan fascinante como para hacer olvidar el horrible hedor, una mezcla de h"
1,trastabillar,"Al oírlo, Dudley trastabilló hacia atrás y el pánico se reflejó en su cara gordita."
1,troll,Voy a matar a Fred: no paraba de hablar de una lucha contra un troll.
1,suceso,"Su último y consolador pensamiento antes de quedarse dormido fue que, aunque los Potter estuvieran i"
1,enseñe,—¡NO VOY A PAGAR PARA QUE UN CHIFLADO VIEJO TONTO LE ENSEÑE TRUCOS DE MAGIA.
1,aprenderéis,—Transformaciones es una de las magias más complejas y peligrosas que aprenderéis en Hogwarts —dijo—
1,palabrería,"De todos modos, sé que Malfoy siempre habla de lo bueno que es en quidditch, pero seguro que es pura"
1,flexibilizar,—Hablaré con el profesor Dumbledore para ver si podemos flexibilizar la regla del primer año.
1,afectar él,"No, no podría afectarlos a ellos."
1,consumir,"Hay hombres que se han consumido ante esto, fascinados por lo que han visto."
1,reluciente,Los ojos relucientes de Dumbledore apuntaron en dirección a los gemelos Weasley.
1,toleraré,¡BAJO ESTE TECHO NO TOLERARÉ NINGUNA MENCIÓN A TU ANORMALIDAD.
1,esmóquín,voy a la ciudad a recoger los esmóquines para Dudley y para mí.
1,parentesco,Le pareció que tenía cierto parentesco con el trol gigante.
1,entregar él,"Si no pueden entregarlas, tendrán que dejar de hacerlo."
1,acelero,"acelero las cosas un poquito, ¿te importaría no mencionarlo en Hogwarts."
1,adhesivo,"Llevaba gafas redondas siempre pegadas con cinta adhesiva, consecuencia de todas las veces que Dudle"
1,alargar él,• • •    La semana siguiente pareció alargarse.
1,sexto,Soy el sexto en nuestra familia que va a asistir a Hogwarts.
1,ensayar,¿Quieres venir arriba y ensayar.
1,coleccionar él,Puedes empezar a coleccionarlos.
1,apariencia,"La única cosa que a Harry le gustaba de su apariencia era aquella pequeña cicatriz en la frente, con"
1,vagabundeando,"—¿Vagabundeando a medianoche, novatos."
1,tendrás,"Ahora nos queda solamente Ollivander, el único lugar donde venden varitas, y tendrás la mejor."
1,bandada,—Miró alrededor de la habitación mientras los otros observaban la bandada de llaves—.
1,ratita,"«Rayo de sol, margaritas, volved amarilla a esta tonta ratita."
1,tercera,"Elige, a menos que quieras quedarte para siempre;  para ayudarte en tu elección, te damos cuatro cla"
1,gusano,"Los Dursley hablaban a menudo sobre Harry de aquella manera, como si no estuviera allí, o más bien c"
1,negarar,"De todos modos, seguro que él esperaba que te negaras."
1,faisán,"Del techo colgaban jamones y faisanes, una cazuela de cobre hervía en el fuego y en un rincón había "
1,exclamación,"Empujó su escoba un poquito más, para volar más alto, y oyó los gritos y gemidos de las chicas que l"
1,brutalidad,—preguntó tío Vernon a Harry con brutalidad.
1,relleno,Harry estaba sirviéndose una patata rellena cuando el profesor Quirrell llegó rápidamente al comedor
1,empuje,—No me empujes.
1,esfumar,Se esfumó.
1,temblorosa,"Con las manos temblorosas, Harry le dio la vuelta al sobre y vio un sello de lacre púrpura con un es"
1,pareces,—Pareces Hermione.
1,roce,"Harry oyó sus pasos en dirección a la cocina, y después el roce de la sartén contra el fogón."
1,mckinnon,"Nadie a quien él hubiera decidido matar sobrevivió, nadie excepto tú, y eso que acabó con algunos de"
1,pégale,"—Pégale con tu bastón, Dudley."
1,mentalmente,Harry repasó mentalmente las noticias.
1,dueña,Estaban a punto de terminar cuando la dueña del hotel se acercó a la mesa.
1,pascua,Les pusieron tantos deberes que las vacaciones de Pascua no resultaron tan divertidas como las de Na
1,manchada,"Harry miró hacia la mesa de Slytherin y vio un fantasma horrible sentado allí, con ojos fijos y sin "
1,deteniéndolir,—Me gustaría ver a un gran muggle como usted deteniéndolo —dijo.
1,canto,Harry sopló y la flauta emitió un sonido parecido al canto del búho.
1,ofender,—No nos ofendemos —dijo rápidamente Harry—.
1,celo,"—Es una escoba —dijo, devolviéndoselo bruscamente, con una mezcla de celos y rencor en la cara—."
1,drag,Dicen que hay dragones custodiando las cámaras de máxima seguridad.
1,espécimen,La boa constrictor volvió a señalar con la cola y Harry leyó: «Este espécimen fue criado en el zooló
1,frigorífico,Encima del frigorífico estaba el pudin de la cena: un montículo de nata montada con violetas de azúc
1,moon,Moon.
1,lógico,es lógica.
1,rawson,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
1,voló,"Voló en círculos, cada vez más bajos, rozando las copas de los árboles, hasta que oyó voces."
1,forcejear,"Allí tuvo que forcejear con su hijo para quitarle la carta, lo que le resultaba difícil porque Harry"
1,sostener él,"Neville estaba pendiente de cada palabra, desesperado por encontrar algo que lo ayudara más tarde a "
1,motos,Se dio la vuelta en el asiento y gritó a Harry:  —¡LAS MOTOS NO VUELAN.
1,cuadrados,"Las piezas parecieron haber escuchado porque, ante esas palabras, un caballo, un alfil y una torre d"
1,venid,"—Venid, seguidme."
1,tiñendo,Estoy tiñendo de gris algunas cosas viejas de Dudley.
1,miope,"—Es curioso lo miope que se puede volver uno al ser invisible —dijo Dumbledore, y Harry se sintió al"
1,informativo,"Una vez que acostaron a Dudley, fue al salón a tiempo para ver el informativo de la noche."
1,mencionaste,¿Mencionaste Hogwarts.
1,cogiéndolo,"Llegaron entre sacudidas al otro lado de un barranco subterráneo, y Harry se inclinó hacia un costad"
1,dosel,"—Muy bien —dijo, devolviéndosela a Hagrid—."
1,graciasss,"Graciasss, amigo."
1,abuelita,"Pasó al lado de un chico de cara redonda que decía:  —Abuelita, he vuelto a perder mi sapo."
1,llévelo,—Llévelo a la enfermería —ordenó Snape a Seamus.
1,azules,"Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media lu"
1,encontrándolo,"Entonces, si miro en el espejo, podría verme encontrándola."
1,portal,Harry podía oír el ruido de cientos de voces que salían de un portal situado a la derecha (el resto 
1,perderás,"Piensa en los puntos que perderás para Gryffindor si te atrapan, y lo harán."
1,sermón,¿Has estado dándoles sermones.
1,comer él,"Harry, que podía ver venir un gran berrinche de Dudley, comenzó a comerse el beicon lo más rápido po"
1,sanción,"Queda rigurosamenta prohibida, sin la autorización de los titulares del “Copyright”, bajo las sancio"
1,admirada,"De ser una de las personas más populares y admiradas del colegio, Harry súbitamente era el más detes"
1,soy,—Yo soy quien quiere leerla —dijo Harry con rabia—.
1,ratito,"—Ya lo tuviste toda una noche, déjame un ratito más."
1,suplementario,"Quejándose y bostezando, Harry y Ron pasaban la mayor parte de su tiempo libre en la biblioteca con "
1,excepcional,"La profesora McGonagall mostró a todos cómo se había vuelto plateada y puntiaguda, y dedicó a la niñ"
1,baldaquín,"Al final de una escalera de caracol (era evidente que estaban en una de las torres) encontraron, por"
1,arborícola,"Disgustado por la derrota de Slytherin, había tratado de hacer que todos se rieran diciendo que una "
1,huella,Ahora vamos a dividirnos en dos equipos y seguiremos las huellas en distintas direcciones.
